,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-186.06736583938556,24.062244074357018,-213.79363556072633,-129.43181434741177,,
1,0,-394.042445606362,202.3728445668758,-639.2841750755108,-87.48692277389534,12.623174667358398,0.1155170127749443
2,1,-193.7508574864044,68.58763042165361,-258.8221965811834,-65.43009430530981,15.638570785522461,0.06202688813209534
3,2,-10.796584875782116,42.26976288562374,-79.60448387911407,50.302391515446814,0.1534682959318161,0.0518818236887455
4,3,-52.500255137737824,44.0431857252286,-117.72501027078107,57.13875992703714,0.040737271308898926,0.01495408546179533
5,4,-13.05428662264429,27.109708960330956,-53.82275351364267,27.529445277512153,0.02349213883280754,0.022509682923555374
6,5,49.05108581583285,31.535624276244818,3.3091282728649833,113.81073565871716,0.025196418166160583,0.013494267128407955
7,6,68.53867898141282,26.338179082383096,39.68681312694781,138.77278437945523,0.014523446559906006,0.01240604929625988
8,7,48.27268608776237,29.872646866779885,-0.8131495427662827,103.10650036145964,0.01467093825340271,0.011186257936060429
9,8,134.6832176542994,28.934498569946065,86.86980535890206,187.4689393507931,0.012696126475930214,0.009081038646399975
10,9,199.42721345064234,40.79741101428315,134.97372443931627,266.2819526455234,0.011925582773983479,0.008379765786230564
11,10,330.38098627163816,49.11007212198165,268.4868046377007,423.83625391351995,0.008153128437697887,0.007023433223366737
